ACL Name,Line,Line Text,In Use,Too General?,Source Clusters,Destination Clusters
ACL_IN,209,access-list ACL_IN extended permit UDP object MSSQL_Database object Domain_Controllers eq 389,True,False,MSSQL Database,Domain Controllers
ACL_IN,210,access-list ACL_IN extended permit TCP object MSSQL_Database object Domain_Controllers eq 88,True,False,MSSQL Database,Domain Controllers
ACL_IN,211,access-list ACL_IN extended permit TCP object MSSQL_Database object Domain_Controllers eq 135,True,False,MSSQL Database,Domain Controllers
ACL_IN,212,access-list ACL_IN extended permit TCP object MSSQL_Database object Domain_Controllers eq ldap,True,False,MSSQL Database,Domain Controllers
ACL_IN,213,access-list ACL_IN extended permit TCP object MSSQL_Database object Domain_Controllers eq 445,True,False,MSSQL Database,Domain Controllers
ACL_IN,214,access-list ACL_IN extended permit TCP object MSSQL_Database object Domain_Controllers eq 49155,True,False,MSSQL Database,Domain Controllers
ACL_IN,215,access-list ACL_IN extended permit TCP object MSSQL_Database object Domain_Controllers eq 49158,True,False,MSSQL Database,Domain Controllers
ACL_IN,216,access-list ACL_IN extended permit ICMP object MSSQL_Database object Domain_Controllers,True,False,MSSQL Database,Domain Controllers
ACL_IN,217,access-list ACL_IN extended permit TCP object Tetration_Cluster_(172.26.46.0/24) object MSSQL_Database eq 50805,True,False,Tetration Cluster (172.26.46.0/24),MSSQL Database
ACL_IN,218,access-list ACL_IN extended permit TCP object Tetration_Cluster_(172.26.46.0/24) object MSSQL_Database range 50808-50809,True,False,Tetration Cluster (172.26.46.0/24),MSSQL Database
ACL_IN,219,access-list ACL_IN extended permit TCP object Tetration_Cluster_(172.26.46.0/24) object MSSQL_Database eq 50817,True,False,Tetration Cluster (172.26.46.0/24),MSSQL Database
ACL_IN,220,access-list ACL_IN extended permit TCP object Tetration_Cluster_(172.26.46.0/24) object MSSQL_Database eq 54806,True,False,Tetration Cluster (172.26.46.0/24),MSSQL Database
ACL_IN,221,access-list ACL_IN extended permit TCP object Tetration_Cluster_(172.26.46.0/24) object MSSQL_Database eq 58384,True,False,Tetration Cluster (172.26.46.0/24),MSSQL Database
ACL_IN,222,access-list ACL_IN extended permit TCP object Tetration_Cluster_(172.26.46.0/24) object MSSQL_Database eq 58386,True,False,Tetration Cluster (172.26.46.0/24),MSSQL Database
ACL_IN,223,access-list ACL_IN extended permit ICMP object VDI_Jump_Server object MSSQL_Database,True,False,VDI Jump Server,MSSQL Database
ACL_IN,224,access-list ACL_IN extended permit UDP object Domain_Controllers object Reporting_Service eq 51709,True,False,Domain Controllers,Reporting Service
ACL_IN,225,access-list ACL_IN extended permit TCP object Domain_Controllers object Reporting_Service eq 7885,True,False,Domain Controllers,Reporting Service
ACL_IN,226,access-list ACL_IN extended permit ICMP object Domain_Controllers object Reporting_Service,True,False,Domain Controllers,Reporting Service
ACL_IN,227,access-list ACL_IN extended permit TCP object Sharepoint_Search object Sharepoint_Front-End eq 32843,True,False,Sharepoint Search,Sharepoint Front-End
ACL_IN,228,access-list ACL_IN extended permit TCP object Tetration_Cluster_(172.26.46.0/24) object Sharepoint_DC eq 59525,True,False,Tetration Cluster (172.26.46.0/24),Sharepoint DC
ACL_IN,229,access-list ACL_IN extended permit TCP object Tetration_Cluster_(172.26.46.0/24) object Sharepoint_DC eq 59539,True,False,Tetration Cluster (172.26.46.0/24),Sharepoint DC
ACL_IN,230,access-list ACL_IN extended permit TCP object Tetration_Cluster_(172.26.46.0/24) object Sharepoint_DC eq 61391,True,False,Tetration Cluster (172.26.46.0/24),Sharepoint DC
ACL_IN,231,access-list ACL_IN extended permit TCP any object Web_Servers eq www,True,False,External,Web Servers
ACL_IN,232,access-list ACL_IN extended permit ICMP any object Web_Servers,True,False,External,Web Servers
ACL_IN,233,access-list ACL_IN extended permit TCP object Reporting_Service object Sharepoint_Search eq 445,True,False,Reporting Service,Sharepoint Search
ACL_IN,234,access-list ACL_IN extended permit ICMP any object Sharepoint_Front-End,True,False,External,Sharepoint Front-End
ACL_IN,235,access-list ACL_IN extended permit TCP object MSSQL_Database object Reporting_Service eq 7818,True,False,MSSQL Database,Reporting Service
ACL_IN,236,access-list ACL_IN extended permit TCP object MSSQL_Database object Reporting_Service eq 7872,True,False,MSSQL Database,Reporting Service
ACL_IN,237,access-list ACL_IN extended permit TCP object MSSQL_Database object Reporting_Service eq 7874,True,False,MSSQL Database,Reporting Service
ACL_IN,238,access-list ACL_IN extended permit TCP object MSSQL_Database object Reporting_Service eq 7889,True,False,MSSQL Database,Reporting Service
ACL_IN,239,access-list ACL_IN extended permit TCP object MSSQL_Database object Reporting_Service eq 7891,True,False,MSSQL Database,Reporting Service
ACL_IN,240,access-list ACL_IN extended permit TCP object Sharepoint_DC object MSSQL_Database eq 1433,True,False,Sharepoint DC,MSSQL Database
ACL_IN,241,access-list ACL_IN extended permit TCP object Sharepoint_Front-End object MSSQL_Database eq 1433,True,False,Sharepoint Front-End,MSSQL Database
ACL_IN,242,access-list ACL_IN extended permit TCP object Sharepoint_Front-End object Sharepoint_DC eq 22233,True,False,Sharepoint Front-End,Sharepoint DC
ACL_IN,243,access-list ACL_IN extended permit TCP object Reporting_Service object Sharepoint_Front-End eq 445,True,False,Reporting Service,Sharepoint Front-End
